,economy,regionwb,pop_scaled_wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,fin14_1,fin16,fin17a,fin17b,fin22a,fin22b,fin24,fin33,receive_wages,pay_utilities,remittances,mobileowner,internetaccess,merchantpay_dig,receive_welfare_payments,internet_fin_transc
2441,Algeria,1,25342.5421550505,1,30.0,1,2,1.0,,1,2,2,2,2.0,2,2,5,1.0,1,4,5.0,1,1,0.0,2,2
2442,Algeria,1,9177.806063697033,2,29.0,3,5,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,3.0,1,1,0.0,2,2
2446,Algeria,1,32928.60632045951,2,32.0,2,4,1.0,,1,2,2,2,2.0,2,1,2,1.0,1,2,3.0,2,1,0.0,2,2
2447,Algeria,1,105141.73954513205,1,40.0,1,2,1.0,,1,2,1,1,2.0,2,1,3,1.0,1,2,5.0,1,1,0.0,2,2
2448,Algeria,1,8584.469959312888,1,34.0,3,5,1.0,,1,2,2,2,2.0,2,2,2,2.0,1,2,2.0,1,1,0.0,2,2
2450,Algeria,1,9048.786832681102,2,57.0,2,3,1.0,,1,2,1,2,2.0,2,1,3,1.0,1,2,5.0,1,1,0.0,2,2
2451,Algeria,1,11804.652162352657,2,22.0,2,5,1.0,,1,2,2,2,1.0,2,2,3,2.0,1,2,5.0,1,1,0.0,2,2
2458,Algeria,1,9177.806063697033,2,29.0,3,5,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,4,2.0,1,1,0.0,2,1
2459,Algeria,1,5508.641370631518,2,45.0,3,4,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,2.0,1,1,0.0,2,2
2462,Algeria,1,111855.1042891996,2,63.0,1,4,2.0,,1,2,1,2,2.0,2,2,3,2.0,1,2,5.0,1,1,0.0,2,2
2463,Algeria,1,13191.179123090324,1,28.0,2,5,1.0,,1,2,1,2,2.0,2,2,1,1.0,1,2,2.0,1,1,0.0,2,2
2464,Algeria,1,5508.641370631518,1,45.0,3,3,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,2,5.0,1,1,0.0,2,2
2465,Algeria,1,6571.513489771775,1,41.0,3,4,1.0,,1,2,1,1,2.0,1,2,2,2.0,1,2,5.0,1,1,0.0,2,2
2466,Algeria,1,5508.641370631518,1,40.0,3,3,1.0,,1,2,1,1,2.0,2,2,1,2.0,1,4,5.0,1,1,0.0,2,2
2468,Algeria,1,12963.796542500211,2,45.0,1,2,1.0,,0,2,1,2,2.0,2,1,1,1.0,2,2,5.0,1,1,0.0,2,2
2470,Algeria,1,6573.648690545499,2,36.0,3,5,1.0,,1,2,1,1,2.0,1,2,3,2.0,1,4,5.0,1,1,1.0,2,2
2472,Algeria,1,65728.85127282189,1,28.0,2,4,2.0,,0,1,2,2,2.0,1,1,2,2.0,3,2,1.0,1,1,0.0,2,2
2474,Algeria,1,34279.682092614385,2,28.0,2,3,1.0,,0,2,2,2,2.0,2,2,3,2.0,2,2,3.0,1,1,0.0,2,2
2475,Algeria,1,20274.033724040408,1,25.0,2,4,1.0,,0,2,2,2,2.0,2,2,4,2.0,2,4,5.0,1,1,0.0,2,2
2476,Algeria,1,26076.81120946432,1,21.0,2,3,1.0,,1,2,1,1,2.0,2,1,3,2.0,1,4,5.0,1,1,0.0,2,2
2477,Algeria,1,14362.639123121746,2,58.0,2,2,2.0,,1,2,1,2,2.0,2,1,1,1.0,1,2,5.0,1,1,0.0,1,2
2479,Algeria,1,17285.06205666695,2,50.0,2,3,1.0,,1,2,2,2,2.0,2,2,4,1.0,1,2,5.0,1,1,0.0,2,2
2480,Algeria,1,11154.154544976907,2,33.0,3,5,1.0,,1,2,1,2,2.0,2,2,1,2.0,3,2,2.0,1,1,0.0,2,2
2481,Algeria,1,5624.330265919166,2,52.0,3,5,1.0,,1,2,2,2,2.0,2,2,1,2.0,1,2,2.0,1,1,0.0,2,2
2487,Algeria,1,10606.007485842965,2,36.0,3,2,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,4,5.0,1,1,0.0,2,2
2493,Algeria,1,25368.52073428163,2,41.0,2,2,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,2,5.0,1,1,0.0,2,2
2496,Algeria,1,7353.2467523831965,1,25.0,3,1,1.0,,1,2,2,2,2.0,2,2,4,2.0,2,4,5.0,1,1,0.0,2,2
2505,Algeria,1,7070.671657228643,2,35.0,3,3,1.0,,1,1,2,2,2.0,2,2,1,1.0,1,2,2.0,1,1,1.0,2,2
2506,Algeria,1,8692.14418284557,2,63.0,2,1,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2508,Algeria,1,6352.897426740321,1,38.0,3,3,1.0,,1,2,2,2,2.0,2,1,2,1.0,1,2,3.0,1,1,0.0,1,2
2509,Algeria,1,17688.957059917055,2,38.0,2,3,1.0,,1,2,1,1,2.0,2,2,2,1.0,1,1,1.0,1,1,1.0,2,1
2510,Algeria,1,34279.682092614385,2,26.0,2,5,1.0,,0,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,1,0.0,2,2
2512,Algeria,1,7070.671657228643,2,36.0,3,3,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,2,5.0,1,1,0.0,2,2
2513,Algeria,1,8254.580660437125,2,39.0,3,2,1.0,,1,2,2,2,2.0,2,1,2,2.0,2,2,5.0,1,1,0.0,1,2
2519,Algeria,1,20179.262435634337,2,51.0,2,4,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2520,Algeria,1,5624.330265919166,2,47.0,3,2,1.0,,1,2,1,1,2.0,2,2,1,2.0,1,2,5.0,1,1,0.0,2,2
2526,Algeria,1,32928.60632045951,2,31.0,2,4,1.0,,1,1,2,1,2.0,2,2,1,2.0,1,4,5.0,1,1,1.0,2,1
2531,Algeria,1,19524.14262125483,1,37.0,2,4,1.0,,1,2,1,1,2.0,2,2,1,2.0,2,2,3.0,1,1,0.0,2,2
2532,Algeria,1,21508.431698134977,2,25.0,3,3,1.0,,1,2,2,2,2.0,2,1,4,2.0,3,4,3.0,1,1,0.0,2,2
2533,Algeria,1,8879.878951407985,1,27.0,3,4,1.0,,1,2,2,1,2.0,2,2,1,1.0,1,4,2.0,1,1,1.0,2,1
2534,Algeria,1,34279.682092614385,2,27.0,2,4,1.0,,1,1,2,2,2.0,2,1,3,1.0,1,2,5.0,1,1,1.0,2,1
2535,Algeria,1,42353.3403415033,2,16.0,2,4,1.0,,0,2,2,2,2.0,2,2,2,2.0,2,4,3.0,1,1,0.0,2,2
2536,Algeria,1,5508.641370631518,2,60.0,3,4,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2538,Algeria,1,17615.829541099483,2,37.0,3,5,2.0,,1,2,1,1,2.0,2,2,7,1.0,1,2,5.0,1,2,0.0,2,2
2539,Algeria,1,10323.487932642367,2,23.0,3,2,1.0,,1,1,2,2,1.0,1,1,3,1.0,2,3,1.0,1,1,1.0,2,1
2540,Algeria,1,8692.14418284557,2,56.0,2,4,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,5.0,1,1,1.0,2,2
2547,Algeria,1,6644.206831236145,1,33.0,3,4,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,2.0,1,1,0.0,2,2
2548,Algeria,1,35433.62551028033,2,49.0,2,3,2.0,,1,2,2,2,2.0,2,1,2,2.0,1,2,5.0,1,1,0.0,2,2
2549,Algeria,1,24527.84730304994,1,25.0,2,5,1.0,,0,1,2,2,1.0,2,2,2,2.0,2,4,3.0,1,1,0.0,2,2
2554,Algeria,1,19622.27784243995,1,28.0,1,1,1.0,,0,2,2,2,2.0,2,1,7,2.0,2,4,3.0,1,2,0.0,2,2
2556,Algeria,1,8584.469959312888,1,32.0,2,4,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,4,5.0,1,1,1.0,2,2
2558,Algeria,1,41396.601763228995,2,26.0,2,5,1.0,,1,2,2,2,2.0,2,1,2,2.0,2,4,3.0,1,1,0.0,2,2
2559,Algeria,1,34279.682092614385,2,26.0,2,5,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,2,5.0,1,1,0.0,2,2
2560,Algeria,1,9554.375642546547,2,30.0,3,1,1.0,,1,2,1,2,2.0,2,2,7,2.0,3,2,5.0,2,1,0.0,2,2
2564,Algeria,1,9554.375642546547,2,31.0,3,3,1.0,,1,1,2,2,2.0,2,2,3,1.0,1,2,5.0,1,1,1.0,2,1
2565,Algeria,1,8633.090939295565,2,30.0,3,3,1.0,,1,2,2,1,2.0,2,2,1,2.0,1,2,5.0,1,1,0.0,2,1
2566,Algeria,1,16603.80052974081,2,47.0,2,2,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,2,5.0,1,1,0.0,2,2
2567,Algeria,1,51473.70737477008,2,23.0,2,5,1.0,,1,1,2,1,2.0,2,2,1,1.0,1,4,5.0,1,1,1.0,2,2
2569,Algeria,1,96175.59314143605,2,54.0,1,1,1.0,,1,2,1,2,2.0,2,1,2,1.0,1,4,5.0,1,2,0.0,2,2
2573,Algeria,1,5508.641370631518,2,72.0,3,5,2.0,,1,2,1,2,2.0,2,2,3,2.0,1,2,5.0,1,1,0.0,2,2
2574,Algeria,1,34279.682092614385,2,28.0,2,5,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,4,4.0,1,1,0.0,2,2
2575,Algeria,1,10078.610485957084,2,30.0,3,3,1.0,,1,2,2,2,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2580,Algeria,1,25368.52073428163,2,36.0,2,5,1.0,,1,2,1,1,2.0,2,1,2,2.0,1,4,5.0,1,1,0.0,2,2
2581,Algeria,1,20179.262435634337,2,51.0,2,1,1.0,,1,2,2,2,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2583,Algeria,1,7063.43095108781,1,29.0,3,4,1.0,,1,2,1,1,2.0,2,1,1,1.0,1,4,2.0,1,1,0.0,2,1
2585,Algeria,1,11804.652162352657,2,24.0,2,4,1.0,,1,2,1,2,2.0,2,1,5,2.0,1,2,2.0,1,1,0.0,2,1
2588,Algeria,1,9554.375642546547,2,30.0,3,3,1.0,,1,1,2,2,2.0,2,2,1,2.0,1,4,1.0,1,1,1.0,2,1
2591,Algeria,1,29616.210565090252,2,44.0,2,2,1.0,,1,2,2,2,2.0,2,1,2,1.0,1,2,1.0,1,1,0.0,2,2
2593,Algeria,1,8538.637493838007,2,40.0,3,3,1.0,,1,2,1,1,2.0,2,2,1,2.0,1,2,5.0,1,1,0.0,2,2
2596,Algeria,1,25368.52073428163,2,40.0,2,2,1.0,,1,2,1,2,2.0,2,1,2,1.0,1,2,5.0,1,2,0.0,2,2
2598,Algeria,1,16070.032814865837,2,48.0,2,4,1.0,,1,2,2,2,2.0,2,2,2,1.0,1,2,5.0,1,1,0.0,2,2
2599,Algeria,1,5508.641370631518,1,59.0,3,5,1.0,,1,2,1,1,2.0,1,2,1,1.0,1,2,1.0,1,1,0.0,2,1
2600,Algeria,1,7070.671657228643,2,42.0,3,3,1.0,,1,2,2,2,2.0,2,1,1,1.0,1,4,5.0,1,1,0.0,2,2
2601,Algeria,1,96175.59314143605,2,50.0,1,1,1.0,,1,2,2,2,2.0,2,2,7,1.0,1,2,5.0,1,2,0.0,2,2
2606,Algeria,1,5508.641370631518,1,50.0,3,4,1.0,,1,1,1,1,2.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
2611,Algeria,1,6388.879158877723,2,40.0,3,3,1.0,,1,1,2,2,1.0,1,1,2,1.0,1,1,1.0,1,1,1.0,2,1
2613,Algeria,1,5508.641370631518,2,49.0,2,2,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,2.0,1,1,0.0,2,2
2614,Algeria,1,5508.641370631518,1,50.0,3,2,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,1,5.0,1,1,0.0,2,1
2616,Algeria,1,5508.641370631518,2,52.0,3,5,1.0,,1,1,2,1,2.0,1,1,3,1.0,1,4,5.0,1,1,1.0,2,1
2620,Algeria,1,5508.641370631518,1,38.0,3,1,1.0,,1,1,1,1,1.0,1,2,1,1.0,1,2,1.0,1,1,1.0,2,1
2622,Algeria,1,5508.641370631518,1,38.0,3,5,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,3.0,1,1,0.0,2,1
2626,Algeria,1,11154.154544976907,2,32.0,3,5,1.0,,1,2,1,1,1.0,2,2,1,2.0,1,2,1.0,1,1,0.0,2,1
2629,Algeria,1,5508.641370631518,1,36.0,3,4,1.0,,1,2,2,1,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2630,Algeria,1,9554.375642546547,2,32.0,2,2,1.0,,0,2,2,2,2.0,2,1,3,2.0,2,4,3.0,1,2,0.0,2,2
2634,Algeria,1,16603.80052974081,2,52.0,1,1,1.0,,1,1,2,2,2.0,2,2,3,1.0,1,2,5.0,1,1,1.0,2,2
2635,Algeria,1,7353.2467523831965,1,30.0,3,5,1.0,,1,2,2,1,2.0,2,1,2,1.0,1,4,3.0,1,1,0.0,2,1
2639,Algeria,1,41396.601763228995,2,33.0,2,5,1.0,,1,1,2,2,2.0,2,2,1,1.0,1,4,5.0,1,1,1.0,2,1
2641,Algeria,1,5508.641370631518,1,46.0,3,4,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,4,5.0,1,1,0.0,2,2
2642,Algeria,1,25368.52073428163,2,37.0,2,1,1.0,,1,2,1,1,2.0,2,2,2,1.0,1,2,5.0,1,1,0.0,2,2
2646,Algeria,1,7063.43095108781,1,25.0,3,3,1.0,,1,1,1,2,1.0,2,2,3,2.0,2,4,5.0,1,1,1.0,2,2
2647,Algeria,1,7063.43095108781,1,33.0,3,5,1.0,,1,2,1,1,1.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2649,Algeria,1,8209.071264500246,1,20.0,2,2,1.0,,0,1,2,2,2.0,2,2,7,2.0,2,4,3.0,1,1,0.0,2,2
2650,Algeria,1,33117.28141058325,2,25.0,2,4,1.0,,1,2,2,2,2.0,2,2,3,2.0,1,4,5.0,1,1,0.0,2,2
2651,Algeria,1,5508.641370631518,2,47.0,2,4,1.0,,1,1,1,1,2.0,2,2,1,1.0,1,1,1.0,1,1,1.0,2,1
2652,Algeria,1,8692.14418284557,2,66.0,2,3,1.0,,1,2,2,1,2.0,2,2,2,1.0,3,2,2.0,1,1,0.0,2,2
2656,Algeria,1,5624.330265919166,2,48.0,3,5,1.0,,1,2,2,1,2.0,2,2,1,1.0,1,4,5.0,1,1,0.0,2,2
2657,Algeria,1,30799.80441928804,1,30.0,2,1,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,2,5.0,1,1,0.0,2,2
2660,Algeria,1,29616.210565090252,2,39.0,2,1,1.0,,0,2,2,2,2.0,2,2,3,1.0,2,4,3.0,1,1,0.0,2,2
2661,Algeria,1,18868.220863911498,2,41.0,1,2,1.0,,1,2,2,2,2.0,2,2,3,2.0,1,4,5.0,1,1,0.0,2,2
2662,Algeria,1,26382.358246180647,1,30.0,2,5,1.0,,1,2,2,2,2.0,2,1,2,1.0,1,4,5.0,1,1,0.0,2,2
2664,Algeria,1,6573.648690545499,2,41.0,3,5,1.0,,1,2,1,1,2.0,2,2,2,1.0,1,2,5.0,1,1,0.0,2,2
2666,Algeria,1,5508.641370631518,2,50.0,3,5,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,2.0,1,1,0.0,2,2
2667,Algeria,1,5508.641370631518,1,40.0,3,4,1.0,,1,1,1,2,2.0,2,2,1,1.0,1,1,2.0,1,1,1.0,2,2
2668,Algeria,1,8254.580660437125,2,36.0,3,4,1.0,,1,2,1,2,2.0,2,2,3,2.0,1,2,3.0,2,1,0.0,2,2
2670,Algeria,1,17285.06205666695,2,54.0,2,3,1.0,,1,2,2,2,2.0,1,1,2,1.0,1,2,5.0,1,1,0.0,2,2
2674,Algeria,1,26342.885056367642,2,28.0,1,2,1.0,,0,2,2,2,2.0,2,2,3,2.0,2,4,5.0,1,1,0.0,2,2
2678,Algeria,1,24368.663336336802,2,40.0,2,5,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,3,5.0,1,1,0.0,2,2
2683,Algeria,1,5508.641370631518,1,49.0,3,3,1.0,,1,2,1,1,2.0,2,2,1,2.0,1,2,1.0,1,1,0.0,2,2
2687,Algeria,1,6791.993076046517,2,37.0,3,5,1.0,,1,1,1,1,2.0,2,2,3,2.0,2,1,5.0,1,1,1.0,2,1
2692,Algeria,1,5817.87485783225,2,48.0,3,5,1.0,,1,2,1,1,2.0,2,1,1,1.0,1,3,5.0,1,1,0.0,2,1
2693,Algeria,1,25368.52073428163,2,38.0,2,3,1.0,,1,2,2,1,2.0,2,1,1,2.0,1,4,2.0,1,1,0.0,2,2
2694,Algeria,1,6571.513489771775,1,38.0,3,4,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,4,5.0,1,1,0.0,2,1
2698,Algeria,1,34279.682092614385,2,31.0,2,2,1.0,,0,2,2,2,2.0,2,2,5,2.0,2,4,5.0,1,1,0.0,2,2
2699,Algeria,1,20873.67171257124,2,45.0,2,3,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,2,5.0,1,1,0.0,2,2
2700,Algeria,1,5508.641370631518,2,56.0,3,3,1.0,,1,2,1,2,1.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2702,Algeria,1,32928.60632045951,2,29.0,2,4,1.0,,1,2,2,2,2.0,2,1,3,1.0,1,2,3.0,1,1,0.0,2,2
2703,Algeria,1,32928.60632045951,2,26.0,2,2,1.0,,0,2,2,2,2.0,2,1,1,2.0,2,4,4.0,1,1,0.0,2,2
2705,Algeria,1,5508.641370631518,2,51.0,3,3,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2707,Algeria,1,5508.641370631518,1,35.0,3,3,1.0,,1,2,1,1,2.0,1,1,2,1.0,1,4,5.0,1,1,0.0,2,2
2708,Algeria,1,26382.358246180647,1,27.0,2,5,1.0,,1,2,2,2,2.0,2,1,3,1.0,1,4,5.0,1,1,0.0,2,2
2711,Algeria,1,25368.52073428163,2,43.0,2,5,1.0,,1,2,2,2,2.0,2,1,3,1.0,1,2,5.0,1,1,0.0,2,2
2712,Algeria,1,12289.002437613495,2,20.0,2,5,1.0,,1,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,1,0.0,2,2
2723,Algeria,1,29616.210565090252,2,42.0,2,3,1.0,,1,2,1,1,2.0,2,2,1,2.0,3,4,5.0,1,1,0.0,2,1
2726,Algeria,1,5508.641370631518,2,60.0,3,3,1.0,,1,2,1,1,2.0,2,2,1,1.0,1,1,5.0,1,1,1.0,1,1
2728,Algeria,1,14840.363414188152,2,22.0,2,2,1.0,,0,2,2,2,2.0,2,1,3,2.0,2,4,3.0,1,1,0.0,2,2
2733,Algeria,1,17285.06205666695,2,50.0,2,5,1.0,,1,1,2,1,2.0,2,1,1,1.0,1,2,5.0,1,1,1.0,2,1
2734,Algeria,1,40019.45141355029,2,30.0,2,5,1.0,,1,2,2,1,2.0,2,2,3,2.0,3,2,3.0,1,1,0.0,2,1
2737,Algeria,1,25496.031859440485,2,32.0,2,3,1.0,,1,2,2,2,1.0,2,2,3,1.0,1,2,5.0,1,1,0.0,2,2
2738,Algeria,1,24368.663336336802,2,36.0,2,3,1.0,,1,2,2,2,2.0,2,2,1,1.0,3,2,5.0,1,1,0.0,2,1
2739,Algeria,1,6137.072277487627,2,40.0,3,2,1.0,,1,2,2,2,2.0,1,1,3,1.0,1,2,1.0,1,1,0.0,2,1
2740,Algeria,1,5508.641370631518,1,56.0,2,4,1.0,,1,2,1,2,1.0,2,2,1,1.0,1,4,5.0,1,1,0.0,2,2
2741,Algeria,1,18423.59589849689,2,31.0,2,5,2.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,1.0,1,1,0.0,2,2
2744,Algeria,1,7070.671657228643,2,41.0,3,5,1.0,,1,2,1,1,2.0,2,2,1,2.0,2,2,5.0,1,1,0.0,2,1
2751,Algeria,1,5508.641370631518,1,36.0,3,3,1.0,,1,2,2,2,2.0,2,2,1,1.0,1,4,5.0,1,1,0.0,2,2
2754,Algeria,1,29616.210565090252,2,35.0,2,3,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,2,5.0,1,2,0.0,2,2
2755,Algeria,1,16603.80052974081,2,50.0,1,3,1.0,,1,2,2,2,2.0,2,2,1,2.0,1,2,5.0,1,2,0.0,2,2
2760,Algeria,1,71639.23792874558,1,54.0,1,1,1.0,,0,2,2,2,1.0,2,1,2,2.0,2,2,3.0,1,2,0.0,2,2
2761,Algeria,1,6573.648690545499,2,38.0,3,5,1.0,,1,2,1,1,2.0,2,2,3,2.0,1,4,2.0,1,1,0.0,2,1
2762,Algeria,1,11421.453181474448,1,23.0,3,5,1.0,,1,1,1,1,2.0,2,2,1,2.0,1,2,1.0,1,1,1.0,2,1
2763,Algeria,1,5508.641370631518,1,38.0,3,3,1.0,,1,2,1,1,1.0,2,2,3,1.0,1,4,5.0,1,1,0.0,2,2
2765,Algeria,1,6836.36056493218,1,33.0,3,5,1.0,,1,2,2,2,2.0,2,1,3,1.0,1,2,3.0,1,1,0.0,2,2
2766,Algeria,1,9177.806063697033,2,32.0,3,5,1.0,,1,1,1,1,2.0,2,2,1,2.0,1,4,5.0,1,1,1.0,2,1
2770,Algeria,1,100121.72169912363,2,48.0,1,1,1.0,,0,2,2,2,2.0,2,2,3,2.0,2,2,5.0,1,1,0.0,2,2
2771,Algeria,1,32928.60632045951,2,33.0,2,5,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,2,3.0,1,1,0.0,2,2
2773,Algeria,1,13302.944241268218,1,46.0,2,3,1.0,,1,2,2,1,2.0,2,1,2,1.0,1,4,5.0,1,1,0.0,2,2
2776,Algeria,1,24368.663336336802,2,40.0,1,5,1.0,,1,2,2,2,2.0,2,1,6,1.0,1,2,5.0,1,1,0.0,2,2
2777,Algeria,1,11154.154544976907,2,30.0,3,5,1.0,,1,2,2,2,2.0,2,2,5,2.0,1,2,5.0,1,1,0.0,2,2
2779,Algeria,1,10493.239492326473,1,44.0,3,4,2.0,,1,2,2,2,2.0,2,2,2,2.0,1,2,1.0,1,1,0.0,2,2
2780,Algeria,1,5508.641370631518,2,56.0,3,5,1.0,,1,1,1,1,2.0,2,2,1,1.0,1,3,1.0,1,1,1.0,2,1
2781,Algeria,1,32928.60632045951,2,34.0,2,1,1.0,,1,2,2,2,2.0,2,1,2,2.0,1,4,5.0,1,1,0.0,2,2
2782,Algeria,1,6388.879158877723,2,40.0,3,4,1.0,,1,2,2,2,2.0,2,1,2,2.0,2,1,1.0,1,1,0.0,2,2
2783,Algeria,1,29616.210565090252,2,35.0,2,5,1.0,,0,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,1,0.0,2,2
2786,Algeria,1,8026.239896239795,2,27.0,2,1,1.0,,1,2,2,2,2.0,2,1,2,2.0,2,4,1.0,1,1,0.0,2,1
2787,Algeria,1,25496.031859440485,2,33.0,2,2,1.0,,1,1,2,2,2.0,2,2,2,1.0,1,4,1.0,1,1,1.0,2,1
2788,Algeria,1,16245.77555755788,2,39.0,2,2,1.0,,1,1,1,1,1.0,1,2,2,1.0,1,2,5.0,1,1,1.0,2,1
2789,Algeria,1,51473.70737477008,2,17.0,2,3,1.0,,0,2,2,2,2.0,2,2,7,2.0,2,4,5.0,1,1,0.0,2,2
2791,Algeria,1,29616.210565090252,2,43.0,2,1,1.0,,1,2,2,2,2.0,2,1,2,2.0,1,2,5.0,1,1,0.0,2,2
2798,Algeria,1,23585.276079889383,2,39.0,2,3,1.0,,1,2,1,1,2.0,2,1,2,1.0,1,2,5.0,1,1,0.0,2,2
2799,Algeria,1,7353.2467523831965,1,34.0,3,5,1.0,,1,2,1,1,2.0,2,2,1,2.0,1,4,1.0,1,1,0.0,2,1
2802,Algeria,1,31870.03982430072,2,29.0,2,4,1.0,,0,2,2,2,2.0,2,2,1,2.0,2,2,5.0,1,1,0.0,2,2
2804,Algeria,1,30635.364333951544,2,43.0,2,3,1.0,,0,2,2,2,2.0,2,2,3,2.0,2,2,5.0,1,1,0.0,2,2
2805,Algeria,1,41665.83167580637,1,38.0,1,1,1.0,,0,2,2,2,2.0,2,1,7,2.0,2,4,5.0,1,2,0.0,2,2
2807,Algeria,1,6352.897426740321,1,36.0,3,4,1.0,,1,2,2,1,2.0,2,2,2,1.0,1,2,1.0,1,1,0.0,2,2
2812,Algeria,1,9177.806063697033,2,34.0,3,3,1.0,,1,2,2,1,2.0,2,1,3,2.0,1,2,5.0,1,1,0.0,2,2
2814,Algeria,1,34279.682092614385,2,30.0,2,5,1.0,,0,2,2,2,2.0,2,2,2,2.0,2,2,5.0,1,1,0.0,2,2
2815,Algeria,1,19494.930669069436,2,40.0,2,1,1.0,,1,2,2,2,2.0,2,2,2,1.0,1,3,5.0,1,1,0.0,2,2
2821,Algeria,1,32928.60632045951,2,29.0,2,1,1.0,,0,2,2,2,2.0,2,1,3,2.0,2,2,5.0,1,1,0.0,2,2
2823,Algeria,1,16603.80052974081,2,45.0,2,2,1.0,,1,2,1,1,2.0,2,1,1,1.0,1,2,3.0,1,1,0.0,2,2
2825,Algeria,1,5508.641370631518,1,40.0,3,5,1.0,,1,2,2,1,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2831,Algeria,1,152816.75711843124,1,28.0,1,1,1.0,,0,2,2,2,2.0,2,2,3,2.0,2,2,5.0,1,1,0.0,2,1
2832,Algeria,1,23692.968452072186,2,37.0,1,3,1.0,,1,2,2,1,2.0,2,2,2,2.0,2,4,5.0,1,2,0.0,2,2
2833,Algeria,1,24527.84730304994,1,30.0,2,2,1.0,,1,2,2,2,2.0,2,2,2,1.0,1,2,1.0,1,1,0.0,2,2
2835,Algeria,1,5508.641370631518,1,47.0,3,3,1.0,,1,2,2,2,2.0,2,2,2,1.0,1,4,1.0,1,1,0.0,2,2
2839,Algeria,1,107446.52427411382,2,70.0,1,5,2.0,,1,2,1,1,2.0,2,2,1,1.0,1,2,5.0,1,2,0.0,2,2
2840,Algeria,1,8692.14418284557,2,55.0,2,4,1.0,,1,2,1,1,2.0,2,2,1,2.0,1,2,1.0,1,1,0.0,2,2
2842,Algeria,1,8292.83224099787,2,28.0,2,2,1.0,,1,2,2,2,2.0,2,2,2,1.0,1,2,1.0,1,1,0.0,2,2
2843,Algeria,1,34279.682092614385,2,34.0,2,3,1.0,,1,2,2,2,2.0,2,2,3,1.0,1,2,3.0,1,1,0.0,2,1
2847,Algeria,1,5508.641370631518,1,50.0,2,5,1.0,,1,2,1,2,1.0,2,2,1,2.0,1,4,5.0,1,1,0.0,2,2
2849,Algeria,1,16070.032814865837,2,46.0,2,3,1.0,,1,2,1,1,2.0,2,2,2,1.0,1,2,5.0,1,1,0.0,2,2
2853,Algeria,1,6177.161612534559,1,27.0,3,5,1.0,,1,2,2,1,2.0,2,2,1,1.0,1,2,5.0,1,1,0.0,2,2
2854,Algeria,1,72307.89833121163,2,23.0,2,4,1.0,,1,2,2,2,2.0,2,2,2,2.0,3,4,3.0,1,1,0.0,2,2
2861,Algeria,1,30799.80441928804,1,25.0,2,5,1.0,,1,2,2,2,2.0,2,2,1,2.0,1,4,5.0,1,1,0.0,2,2
2862,Algeria,1,6573.648690545499,2,40.0,2,4,1.0,,1,2,2,2,2.0,2,2,1,2.0,1,2,3.0,1,1,0.0,2,2
2865,Algeria,1,34279.682092614385,2,29.0,2,5,1.0,,0,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,1,0.0,2,2
